customerID,ChurnProb,Predict_15pct,Predict_20pct,Churn,Contract,InternetService,tenure_bin,ClusterID
2446-PLQVO,0.8355926681624974,1,1,1,Month-to-month,Fiber optic,0-1y,3
3716-BDVDB,0.8355926681624974,1,1,1,Month-to-month,Fiber optic,0-1y,3
5542-TBBWB,0.8355926681624974,1,1,0,Month-to-month,Fiber optic,0-1y,3
7665-TOALD,0.8355926681624974,1,1,1,Month-to-month,Fiber optic,0-1y,3
4510-HIMLV,0.8355926681624974,1,1,1,Month-to-month,Fiber optic,0-1y,3
7660-HDPJV,0.8355926681624974,1,1,1,Month-to-month,Fiber optic,0-1y,3
6861-XWTWQ,0.8345324732648648,1,1,1,Month-to-month,Fiber optic,0-1y,0
3389-YGYAI,0.833880260098042,1,1,1,Month-to-month,Fiber optic,0-1y,0
4822-RVYBB,0.8329775128962049,1,1,1,Month-to-month,Fiber optic,0-1y,0
3296-SILRA,0.8321803193158874,1,1,1,Month-to-month,Fiber optic,0-1y,1
4695-WJZUE,0.8319498281440361,1,1,1,Month-to-month,Fiber optic,0-1y,3
8884-ADFVN,0.8317611265837398,1,1,1,Month-to-month,Fiber optic,0-1y,2
7526-BEZQB,0.8313586431299392,1,1,1,Month-to-month,Fiber optic,0-1y,3
2656-TABEH,0.8307290064180938,1,1,1,Month-to-month,Fiber optic,0-1y,0
4274-OWWYO,0.8296574876095101,1,1,1,Month-to-month,Fiber optic,0-1y,3
3765-JXVKY,0.8296574876095101,1,1,1,Month-to-month,Fiber optic,0-1y,3
5167-ZFFMM,0.8285767362443812,1,1,1,Month-to-month,Fiber optic,0-1y,3
7503-ZGUZJ,0.8279343018576875,1,1,1,Month-to-month,Fiber optic,0-1y,3
3422-LYEPQ,0.8277562894638821,1,1,1,Month-to-month,Fiber optic,0-1y,1
8380-PEFPE,0.8277562894638821,1,1,1,Month-to-month,Fiber optic,0-1y,1
7180-PISOG,0.827414875503653,1,1,1,Month-to-month,Fiber optic,0-1y,1
8372-JUXUI,0.827414875503653,1,1,1,Month-to-month,Fiber optic,0-1y,1
0235-KGSLC,0.8265853656749044,1,1,1,Month-to-month,Fiber optic,0-1y,3
0781-LKXBR,0.8255846882180492,1,1,1,Month-to-month,Fiber optic,0-1y,3
5299-SJCZT,0.824652340481926,1,1,1,Month-to-month,Fiber optic,0-1y,0
6496-SLWHQ,0.8246030755193634,1,1,1,Month-to-month,Fiber optic,0-1y,0
6618-RYATB,0.8242876074647976,1,1,1,Month-to-month,Fiber optic,0-1y,3
2968-SSGAA,0.8234787601030963,1,1,1,Month-to-month,Fiber optic,0-1y,0
4550-EVXNY,0.8224746886525506,1,1,1,Month-to-month,Fiber optic,0-1y,1
6416-TVAIH,0.8224746886525506,1,1,1,Month-to-month,Fiber optic,0-1y,1
1853-UDXBW,0.8224746886525506,1,1,1,Month-to-month,Fiber optic,0-1y,1
5134-IKDAY,0.8224746886525506,1,1,1,Month-to-month,Fiber optic,0-1y,1
3158-MOERK,0.8215765049336222,1,1,1,Month-to-month,Fiber optic,0-1y,0
4192-GORJT,0.8210193943014419,1,1,1,Month-to-month,Fiber optic,0-1y,0
9019-QVLZD,0.8200329880085274,1,1,1,Month-to-month,Fiber optic,0-1y,3
3902-FOIGH,0.8200185229315751,1,1,1,Month-to-month,Fiber optic,0-1y,2
9057-SIHCH,0.8192245688465392,1,1,1,Month-to-month,Fiber optic,0-1y,3
5485-WUYWF,0.8174656064147712,1,1,1,Month-to-month,DSL,0-1y,0
6108-OQZDQ,0.8164281890174904,1,1,1,Month-to-month,Fiber optic,0-1y,2
1143-NMNQJ,0.8163252602269858,1,1,1,Month-to-month,Fiber optic,0-1y,3
9399-APLBT,0.8161701270191499,1,1,1,Month-to-month,Fiber optic,0-1y,1
5054-IEXZT,0.8161701270191499,1,1,1,Month-to-month,Fiber optic,0-1y,1
2446-BEGGB,0.8158203832871982,1,1,1,Month-to-month,Fiber optic,0-1y,0
6372-RFVNS,0.8156191341437311,1,1,1,Month-to-month,Fiber optic,0-1y,1
2777-PHDEI,0.8156191341437311,1,1,1,Month-to-month,Fiber optic,0-1y,3
4078-SAYYN,0.8152846739171401,1,1,1,Month-to-month,Fiber optic,0-1y,0
5275-SQEIZ,0.8151296020078007,1,1,1,Month-to-month,Fiber optic,0-1y,3
5393-RXQSZ,0.8141878941287768,1,1,1,Month-to-month,Fiber optic,0-1y,3
1285-OKIPP,0.8141878941287768,1,1,1,Month-to-month,Fiber optic,0-1y,3
8992-JQYUN,0.8135962491713922,1,1,1,Month-to-month,DSL,0-1y,1
0220-EBGCE,0.8132689138999992,1,1,1,Month-to-month,Fiber optic,0-1y,3
2254-DLXRI,0.8128851807607081,1,1,0,Month-to-month,Fiber optic,0-1y,3
5797-APWZC,0.8123100303325048,1,1,1,Month-to-month,Fiber optic,0-1y,3
7294-TMAOP,0.8123100303325048,1,1,1,Month-to-month,Fiber optic,0-1y,3
9223-UCPVT,0.8123100303325048,1,1,1,Month-to-month,Fiber optic,0-1y,3
5564-NEMQO,0.8122375255634475,1,1,1,Month-to-month,Fiber optic,0-1y,3
3811-VBYBZ,0.8120164105137425,1,1,1,Month-to-month,Fiber optic,0-1y,0
3049-NDXFL,0.8113584628494873,1,1,1,Month-to-month,Fiber optic,0-1y,3
4424-TKOPW,0.810793752485693,1,1,1,Month-to-month,Fiber optic,0-1y,0
2027-FECZV,0.8096488759493822,1,1,1,Month-to-month,Fiber optic,0-1y,0
8593-WHYHV,0.809619012928167,1,1,1,Month-to-month,Fiber optic,0-1y,0
7120-RFMVS,0.8087715838596884,1,1,1,Month-to-month,Fiber optic,0-1y,3
8945-GRKHX,0.8082878062756841,1,1,1,Month-to-month,Fiber optic,0-1y,1
2982-IHMFT,0.8075394726761951,1,1,1,Month-to-month,Fiber optic,0-1y,3
5186-SAMNZ,0.8069642487683779,1,1,1,Month-to-month,Fiber optic,0-1y,3
6910-HADCM,0.806087534793928,1,1,1,Month-to-month,Fiber optic,0-1y,3
9444-JTXHZ,0.806087534793928,1,1,1,Month-to-month,Fiber optic,0-1y,1
5567-WSELE,0.8054857590924291,1,1,1,Month-to-month,Fiber optic,0-1y,1
8309-IEYJD,0.8050847422968026,1,1,0,Month-to-month,Fiber optic,0-1y,3
8835-VSDSE,0.8039612534629114,1,1,1,Month-to-month,Fiber optic,0-1y,1
3606-TWKGI,0.8037336030226931,1,1,1,Month-to-month,Fiber optic,1-2y,2
6688-UZPWD,0.8026805579290414,1,1,1,Month-to-month,Fiber optic,0-1y,2
0390-DCFDQ,0.802166388974955,1,1,1,Month-to-month,Fiber optic,0-1y,1
8414-MYSHR,0.8011968072416855,1,1,1,Month-to-month,Fiber optic,0-1y,3
7181-BQYBV,0.8010595132666172,1,1,1,Month-to-month,Fiber optic,0-1y,2
0655-RBDUG,0.8001255940489413,1,1,1,Month-to-month,Fiber optic,0-1y,0
6960-HVYXR,0.7993941695214872,1,1,1,Month-to-month,Fiber optic,0-1y,3
5378-IKEEG,0.7988606563818659,1,1,1,Month-to-month,DSL,0-1y,3
0375-HVGXO,0.7988606563818659,1,1,1,Month-to-month,DSL,0-1y,3
5052-PNLOS,0.7985109308086213,1,1,1,Month-to-month,Fiber optic,0-1y,0
3801-HMYNL,0.7980442485823527,1,1,1,Month-to-month,Fiber optic,0-1y,1
8821-XNHVZ,0.7979829337948648,1,1,1,Month-to-month,Fiber optic,0-1y,1
9221-OTIVJ,0.7979498558539535,1,1,1,Month-to-month,Fiber optic,1-2y,0
7767-UXAGJ,0.797049150775445,1,1,1,Month-to-month,DSL,0-1y,3
6608-QQLVK,0.797049150775445,1,1,1,Month-to-month,DSL,0-1y,3
0897-FEGMU,0.7964466299070811,1,1,1,Month-to-month,Fiber optic,0-1y,0
8168-UQWWF,0.796428018189618,1,1,1,Month-to-month,Fiber optic,0-1y,0
3398-FSHON,0.7963862093141298,1,1,1,Month-to-month,Fiber optic,0-1y,3
5095-AESKG,0.7962467745642907,1,1,1,Month-to-month,Fiber optic,0-1y,0
1273-MTETI,0.794748332316448,1,1,1,Month-to-month,Fiber optic,0-1y,0
4750-ZRXIU,0.7945439916569487,1,1,1,Month-to-month,Fiber optic,0-1y,0
9174-FKWZE,0.7940029489627812,1,1,1,Month-to-month,No,0-1y,3
7851-WZEKY,0.7936601594616499,1,1,1,Month-to-month,Fiber optic,0-1y,0
3319-DWOEP,0.7928449346248828,1,1,1,Month-to-month,Fiber optic,0-1y,2
1724-BQUHA,0.7926489427182777,1,1,1,Month-to-month,Fiber optic,0-1y,0
8775-ERLNB,0.792136670109843,1,1,0,Month-to-month,Fiber optic,0-1y,1
6857-VWJDT,0.792006440491509,1,1,1,Month-to-month,Fiber optic,0-1y,3
7548-SEPYI,0.7919765283463824,1,1,1,Month-to-month,Fiber optic,0-1y,0
7130-VTEWQ,0.7919264793187246,1,1,1,Month-to-month,Fiber optic,0-1y,3
2867-UIMSS,0.7918232037503149,1,1,1,Month-to-month,Fiber optic,0-1y,3
6210-KBBPI,0.7917409194919299,1,1,1,Month-to-month,Fiber optic,0-1y,0
7938-OUHIO,0.791548592304107,1,1,1,Month-to-month,Fiber optic,0-1y,3
0137-OCGAB,0.7904040575463905,1,1,1,Month-to-month,Fiber optic,0-1y,3
1448-PWKYE,0.7903514610743059,1,1,1,Month-to-month,Fiber optic,0-1y,1
5277-ZLOOR,0.7903471308121945,1,1,1,Month-to-month,Fiber optic,0-1y,0
4548-SDBKE,0.7890988687790154,1,1,1,Month-to-month,Fiber optic,0-1y,0
7228-OMTPN,0.788953070780452,1,1,1,Month-to-month,Fiber optic,0-1y,0
3746-EUBYR,0.7880261620261386,1,1,1,Month-to-month,Fiber optic,0-1y,1
5565-FILXA,0.7872705380776904,1,1,1,Month-to-month,Fiber optic,1-2y,3
3871-IKPYH,0.7864472896875648,1,1,1,Month-to-month,Fiber optic,0-1y,3
0841-NULXI,0.7861632915491897,1,1,1,Month-to-month,DSL,0-1y,3
3091-FYHKI,0.7861632915491897,1,1,1,Month-to-month,DSL,0-1y,3
8098-LLAZX,0.7859677337282547,1,1,1,Month-to-month,Fiber optic,0-1y,0
2952-QAYZF,0.785291230659737,1,1,1,Month-to-month,Fiber optic,0-1y,3
3049-SOLAY,0.7848256162703473,1,1,1,Month-to-month,Fiber optic,0-1y,0
4952-YSOGZ,0.7846906633459837,1,1,1,Month-to-month,Fiber optic,0-1y,0
6683-VLCTZ,0.7838580420518574,1,1,1,Month-to-month,Fiber optic,1-2y,0
8510-AWCXC,0.7833363588932527,1,1,1,Month-to-month,Fiber optic,1-2y,3
7295-JOMMD,0.7830953315570641,1,1,1,Month-to-month,Fiber optic,0-1y,2
0259-GBZSH,0.7827178499741042,1,1,1,Month-to-month,Fiber optic,0-1y,0
4145-UQXUQ,0.7824611220446234,1,1,1,Month-to-month,Fiber optic,0-1y,3
0754-UKWQP,0.7821841545455891,1,1,1,Month-to-month,Fiber optic,0-1y,0
1374-DMZUI,0.7818320944376967,1,1,1,Month-to-month,Fiber optic,0-1y,0
0680-DFNNY,0.7817259540136899,1,1,1,Month-to-month,Fiber optic,1-2y,2
0968-GSIKN,0.7815248913070691,1,1,1,Month-to-month,Fiber optic,0-1y,3
8042-JVNFH,0.7815248913070691,1,1,1,Month-to-month,Fiber optic,0-1y,3
6140-QNRQQ,0.7815248913070691,1,1,1,Month-to-month,Fiber optic,0-1y,3
6474-FVJLC,0.7814549453339769,1,1,1,Month-to-month,Fiber optic,0-1y,0
0697-ZMSWS,0.7814548764481604,1,1,1,Month-to-month,Fiber optic,0-1y,3
2024-BASKD,0.7811160713243137,1,1,1,Month-to-month,Fiber optic,0-1y,3
3276-HDUEG,0.7811160713243137,1,1,1,Month-to-month,Fiber optic,0-1y,3
3707-GNWHM,0.7811160713243137,1,1,1,Month-to-month,Fiber optic,0-1y,3
4210-QFJMF,0.7809057797185776,1,1,1,Month-to-month,Fiber optic,0-1y,3
3006-XIMLN,0.7807984401286372,1,1,1,Month-to-month,Fiber optic,0-1y,0
7890-VYYWG,0.7807015031294915,1,1,1,Month-to-month,DSL,0-1y,1
2180-DXNEG,0.780446436215095,1,1,1,Month-to-month,Fiber optic,0-1y,0
9172-ANCRX,0.7797865074068393,1,1,1,Month-to-month,Fiber optic,0-1y,3
3737-GCSPV,0.7797676702376544,1,1,1,Month-to-month,Fiber optic,0-1y,0
8086-OVPWV,0.77927338334933,1,1,1,Month-to-month,Fiber optic,0-1y,0
1075-BGWOH,0.779000754122684,1,1,1,Month-to-month,Fiber optic,1-2y,2
5032-MIYKT,0.7784167996007929,1,1,0,Month-to-month,Fiber optic,0-1y,3
9617-INGJY,0.7784167996007929,1,1,0,Month-to-month,Fiber optic,0-1y,3
1981-INRFU,0.7775459976949667,1,1,1,Month-to-month,Fiber optic,0-1y,3
4806-KEXQR,0.777420753818044,1,1,1,Month-to-month,Fiber optic,0-1y,3
9546-CQJSU,0.776615337667929,1,1,1,Month-to-month,Fiber optic,0-1y,0
6615-NGGZJ,0.7764500811536984,1,1,1,Month-to-month,Fiber optic,1-2y,3
2462-XIIJB,0.7761367757851515,1,1,1,Month-to-month,Fiber optic,0-1y,3
2545-EBUPK,0.7756845156194841,1,1,0,Month-to-month,Fiber optic,0-1y,0
2619-WFQWU,0.775210647417683,1,1,1,Month-to-month,Fiber optic,0-1y,3
3066-RRJIO,0.775210647417683,1,1,1,Month-to-month,Fiber optic,0-1y,3
7908-QCBCA,0.775210647417683,1,1,1,Month-to-month,Fiber optic,0-1y,1
9985-MWVIX,0.775210647417683,1,1,1,Month-to-month,Fiber optic,0-1y,3
3677-IYRBF,0.7749716856634074,1,1,1,Month-to-month,DSL,0-1y,0
9061-TIHDA,0.7745055199780128,1,1,1,Month-to-month,Fiber optic,1-2y,2
6275-YDUVO,0.773247337402632,1,1,1,Month-to-month,Fiber optic,0-1y,0
0612-RTZZA,0.7731482384320837,1,1,1,Month-to-month,DSL,0-1y,3
0616-ATFGB,0.7731482384320837,1,1,1,Month-to-month,DSL,0-1y,1
2720-WGKHP,0.7725663474429604,1,1,1,Month-to-month,Fiber optic,0-1y,0
7903-CMPEY,0.7725618522907717,1,1,1,Month-to-month,Fiber optic,0-1y,1
3621-CEOVK,0.7724556410491673,1,1,1,Month-to-month,Fiber optic,1-2y,2
0684-AOSIH,0.7723945723465596,1,1,1,Month-to-month,Fiber optic,0-1y,2
6356-ELRKD,0.7723945723465596,1,1,1,Month-to-month,Fiber optic,0-1y,3
